f1_v2_contig	f1_v2_genbank_contig
HG02257#1#h1tg000300l	JAGYVI010000267
HG02257#1#h1tg000302l	JAGYVI010000268
HG02257#1#h1tg000303l	JAGYVI010000269
HG02257#1#h1tg000308l	JAGYVI010000270
HG02257#1#h1tg000309c	JAGYVI010000271
HG02257#1#h1tg000311l	JAGYVI010000272
HG02257#1#h1tg000313l	JAGYVI010000273
HG02257#1#h1tg000314l	JAGYVI010000274
HG02257#1#h1tg000315l	JAGYVI010000275
HG02257#1#h1tg000317l	JAGYVI010000276
HG02257#1#h1tg000318l	JAGYVI010000277
HG02257#1#h1tg000321l	JAGYVI010000278
HG02257#1#h1tg000322l	JAGYVI010000279
HG02257#1#h1tg000323l	JAGYVI010000280
HG02257#1#h1tg000324l	JAGYVI010000281
HG02257#1#h1tg000326l	JAGYVI010000282
HG02257#1#h1tg000328l	JAGYVI010000283
HG02257#1#h1tg000329l	JAGYVI010000284
HG02257#1#h1tg000330l	JAGYVI010000285
HG02257#1#h1tg000332l	JAGYVI010000286
HG02257#1#h1tg000333l	JAGYVI010000287
HG02257#1#h1tg000336l	JAGYVI010000288
HG02257#1#h1tg000337l	JAGYVI010000289
HG02257#1#h1tg000338l	JAGYVI010000290
HG02257#1#h1tg000339l	JAGYVI010000291
HG02257#1#h1tg000343l	JAGYVI010000292
HG02257#1#h1tg000344l	JAGYVI010000293
HG02257#1#h1tg000348l	JAGYVI010000294
HG02257#1#h1tg000349l	JAGYVI010000295
HG02257#1#h1tg000353l	JAGYVI010000296
HG02257#1#h1tg000355l	JAGYVI010000297
HG02257#1#h1tg000356l	JAGYVI010000298
HG02257#1#h1tg000357l	JAGYVI010000299
HG02257#1#h1tg000358l	JAGYVI010000300
HG02257#1#h1tg000359l	JAGYVI010000301
HG02257#1#h1tg000362l	JAGYVI010000302
HG02257#1#h1tg000363l	JAGYVI010000303
HG02257#1#h1tg000364l	JAGYVI010000304
HG02257#1#h1tg000365l	JAGYVI010000305
HG02257#1#h1tg000366l	JAGYVI010000306
HG02559#2#h2tg000001l	JAGYVJ010000001
HG02559#2#h2tg000002l	JAGYVJ010000002
HG02559#2#h2tg000003l	JAGYVJ010000003
HG02559#2#h2tg000004l	JAGYVJ010000004
HG02559#2#h2tg000005l	JAGYVJ010000005
HG02559#2#h2tg000006l	JAGYVJ010000006
HG02559#2#h2tg000007l	JAGYVJ010000007
HG02559#2#h2tg000008l	JAGYVJ010000008
HG02559#2#h2tg000009l	JAGYVJ010000009
HG02559#2#h2tg000010l	JAGYVJ010000010
HG02559#2#h2tg000011l	JAGYVJ010000011
HG02559#2#h2tg000012l	JAGYVJ010000012
HG02559#2#h2tg000013l	JAGYVJ010000013
HG02559#2#h2tg000014l	JAGYVJ010000014
HG02559#2#h2tg000015l	JAGYVJ010000015
HG02559#2#h2tg000016l	JAGYVJ010000016
HG02559#2#h2tg000017l	JAGYVJ010000017
HG02559#2#h2tg000018l	JAGYVJ010000018
HG02559#2#h2tg000019l	JAGYVJ010000019
HG02559#2#h2tg000020l	JAGYVJ010000020
HG02559#2#h2tg000021l	JAGYVJ010000021
HG02559#2#h2tg000022l	JAGYVJ010000022
HG02559#2#h2tg000023l	JAGYVJ010000023
HG02559#2#h2tg000024l	JAGYVJ010000024
HG02559#2#h2tg000025l	JAGYVJ010000025
HG02559#2#h2tg000026l	JAGYVJ010000026
HG02559#2#h2tg000027l	JAGYVJ010000027
HG02559#2#h2tg000028l	JAGYVJ010000028
HG02559#2#h2tg000029l	JAGYVJ010000029
HG02559#2#h2tg000030l	JAGYVJ010000030
HG02559#2#h2tg000031l	JAGYVJ010000031
HG02559#2#h2tg000032l	JAGYVJ010000032
HG02559#2#h2tg000033l	JAGYVJ010000033
HG02559#2#h2tg000034l	JAGYVJ010000034
HG02559#2#h2tg000035l	JAGYVJ010000035
HG02559#2#h2tg000036l	JAGYVJ010000036
HG02559#2#h2tg000037l	JAGYVJ010000037
HG02559#2#h2tg000038l	JAGYVJ010000038
HG02559#2#h2tg000039l	JAGYVJ010000039
HG02559#2#h2tg000040l	JAGYVJ010000040
HG02559#2#h2tg000041l	JAGYVJ010000041
HG02559#2#h2tg000042l	JAGYVJ010000042
HG02559#2#h2tg000043l	JAGYVJ010000043
HG02559#2#h2tg000044l	JAGYVJ010000044
HG02559#2#h2tg000045l	JAGYVJ010000045
HG02559#2#h2tg000046l	JAGYVJ010000046
HG02559#2#h2tg000047l	JAGYVJ010000047
HG02559#2#h2tg000048l	JAGYVJ010000048
HG02559#2#h2tg000049l	JAGYVJ010000049
HG02559#2#h2tg000050l	JAGYVJ010000050
HG02559#2#h2tg000051l	JAGYVJ010000051
HG02559#2#h2tg000052l	JAGYVJ010000052
HG02559#2#h2tg000053l	JAGYVJ010000053
HG02559#2#h2tg000054l	JAGYVJ010000054
HG02559#2#h2tg000055l	JAGYVJ010000055
HG02559#2#h2tg000056l	JAGYVJ010000056
HG02559#2#h2tg000057l	JAGYVJ010000057
HG02559#2#h2tg000058l	JAGYVJ010000058
HG02559#2#h2tg000059l	JAGYVJ010000059
HG02559#2#h2tg000060l	JAGYVJ010000060
HG02559#2#h2tg000061l	JAGYVJ010000061
HG02559#2#h2tg000062l	JAGYVJ010000062
HG02559#2#h2tg000063l	JAGYVJ010000063
HG02559#2#h2tg000064l	JAGYVJ010000064
HG02559#2#h2tg000065l	JAGYVJ010000065
HG02559#2#h2tg000066l	JAGYVJ010000066
HG02559#2#h2tg000067l	JAGYVJ010000067
HG02559#2#h2tg000068l	JAGYVJ010000068
HG02559#2#h2tg000069l	JAGYVJ010000069
HG02559#2#h2tg000070l	JAGYVJ010000070
HG02559#2#h2tg000071l	JAGYVJ010000071
HG02559#2#h2tg000072l	JAGYVJ010000072
HG02559#2#h2tg000073l	JAGYVJ010000073
HG02559#2#h2tg000074l	JAGYVJ010000074
HG02559#2#h2tg000075l	JAGYVJ010000075
HG02559#2#h2tg000076l	JAGYVJ010000076
HG02559#2#h2tg000077l	JAGYVJ010000077
HG02559#2#h2tg000078l	JAGYVJ010000078
HG02559#2#h2tg000079l	JAGYVJ010000079
HG02559#2#h2tg000080l	JAGYVJ010000080
HG02559#2#h2tg000081l	JAGYVJ010000081
HG02559#2#h2tg000082l	JAGYVJ010000082
HG02559#2#h2tg000083l	JAGYVJ010000083
HG02559#2#h2tg000084l	JAGYVJ010000084
HG02559#2#h2tg000085l	JAGYVJ010000085
HG02559#2#h2tg000086l	JAGYVJ010000086
HG02559#2#h2tg000087l	JAGYVJ010000087
HG02559#2#h2tg000088l	JAGYVJ010000088
HG02559#2#h2tg000089l	JAGYVJ010000089
HG02559#2#h2tg000090l	JAGYVJ010000090
HG02559#2#h2tg000091l	JAGYVJ010000091
HG02559#2#h2tg000092l	JAGYVJ010000092
HG02559#2#h2tg000093l	JAGYVJ010000093
HG02559#2#h2tg000094l	JAGYVJ010000094
HG02559#2#h2tg000095l	JAGYVJ010000095
HG02559#2#h2tg000096l	JAGYVJ010000096
HG02559#2#h2tg000097l	JAGYVJ010000097
HG02559#2#h2tg000098l	JAGYVJ010000098
HG02559#2#h2tg000099l	JAGYVJ010000099
HG02559#2#h2tg000100l	JAGYVJ010000100
HG02559#2#h2tg000101l	JAGYVJ010000101
HG02559#2#h2tg000102l	JAGYVJ010000102
HG02559#2#h2tg000103l	JAGYVJ010000103
HG02559#2#h2tg000104l	JAGYVJ010000104
HG02559#2#h2tg000105l	JAGYVJ010000105
HG02559#2#h2tg000106l	JAGYVJ010000106
HG02559#2#h2tg000107l	JAGYVJ010000107
HG02559#2#h2tg000108l	JAGYVJ010000108
HG02559#2#h2tg000109l	JAGYVJ010000109
HG02559#2#h2tg000110l	JAGYVJ010000110
HG02559#2#h2tg000111l	JAGYVJ010000111
HG02559#2#h2tg000112l	JAGYVJ010000112
HG02559#2#h2tg000113l	JAGYVJ010000113
HG02559#2#h2tg000114l	JAGYVJ010000114
HG02559#2#h2tg000115l	JAGYVJ010000115
HG02559#2#h2tg000116l	JAGYVJ010000116
HG02559#2#h2tg000117l	JAGYVJ010000117
HG02559#2#h2tg000118l	JAGYVJ010000118
HG02559#2#h2tg000119l	JAGYVJ010000119
HG02559#2#h2tg000120l	JAGYVJ010000120
HG02559#2#h2tg000121l	JAGYVJ010000121
HG02559#2#h2tg000122l	JAGYVJ010000122
HG02559#2#h2tg000123l	JAGYVJ010000123
HG02559#2#h2tg000124l	JAGYVJ010000124
HG02559#2#h2tg000125l	JAGYVJ010000125
HG02559#2#h2tg000126l	JAGYVJ010000126
HG02559#2#h2tg000127l	JAGYVJ010000127
HG02559#2#h2tg000128l	JAGYVJ010000128
HG02559#2#h2tg000129l	JAGYVJ010000129
HG02559#2#h2tg000130l	JAGYVJ010000130
HG02559#2#h2tg000131l	JAGYVJ010000131
HG02559#2#h2tg000132l	JAGYVJ010000132
HG02559#2#h2tg000133l	JAGYVJ010000133
HG02559#2#h2tg000134l	JAGYVJ010000134
HG02559#2#h2tg000135l	JAGYVJ010000135
HG02559#2#h2tg000136l	JAGYVJ010000136
HG02559#2#h2tg000137l	JAGYVJ010000137
HG02559#2#h2tg000138l	JAGYVJ010000138
HG02559#2#h2tg000139l	JAGYVJ010000139
HG02559#2#h2tg000140l	JAGYVJ010000140
HG02559#2#h2tg000141l	JAGYVJ010000141
HG02559#2#h2tg000142l	JAGYVJ010000142
HG02559#2#h2tg000143l	JAGYVJ010000143
HG02559#2#h2tg000144l	JAGYVJ010000144
HG02559#2#h2tg000145l	JAGYVJ010000145
HG02559#2#h2tg000146l	JAGYVJ010000146
HG02559#2#h2tg000147l	JAGYVJ010000147
HG02559#2#h2tg000148l	JAGYVJ010000148
HG02559#2#h2tg000149l	JAGYVJ010000149
HG02559#2#h2tg000150l	JAGYVJ010000150
HG02559#2#h2tg000151l	JAGYVJ010000151
HG02559#2#h2tg000152l	JAGYVJ010000152
HG02559#2#h2tg000153l	JAGYVJ010000153
HG02559#2#h2tg000154l	JAGYVJ010000154
HG02559#2#h2tg000155l	JAGYVJ010000155
HG02559#2#h2tg000156l	JAGYVJ010000156
HG02559#2#h2tg000157l	JAGYVJ010000157
HG02559#2#h2tg000158l	JAGYVJ010000158
HG02559#2#h2tg000159l	JAGYVJ010000159
HG02559#2#h2tg000160l	JAGYVJ010000160
HG02559#2#h2tg000162l	JAGYVJ010000161
HG02559#2#h2tg000163l	JAGYVJ010000162
HG02559#2#h2tg000164l	JAGYVJ010000163
HG02559#2#h2tg000165l	JAGYVJ010000164
HG02559#2#h2tg000166l	JAGYVJ010000165
HG02559#2#h2tg000167l	JAGYVJ010000166
HG02559#2#h2tg000168l	JAGYVJ010000167
HG02559#2#h2tg000169l	JAGYVJ010000168
HG02559#2#h2tg000170l	JAGYVJ010000169
HG02559#2#h2tg000171l	JAGYVJ010000170
HG02559#2#h2tg000172l	JAGYVJ010000171
HG02559#2#h2tg000173l	JAGYVJ010000172
HG02559#2#h2tg000174l	JAGYVJ010000173
HG02559#2#h2tg000175l	JAGYVJ010000174
HG02559#2#h2tg000177l	JAGYVJ010000175
HG02559#2#h2tg000178l	JAGYVJ010000176
HG02559#2#h2tg000179l	JAGYVJ010000177
HG02559#2#h2tg000180l	JAGYVJ010000178
HG02559#2#h2tg000181c	JAGYVJ010000179
HG02559#2#h2tg000183l	JAGYVJ010000180
HG02559#2#h2tg000184l	JAGYVJ010000181
HG02559#2#h2tg000185l	JAGYVJ010000182
HG02559#2#h2tg000186l	JAGYVJ010000183
HG02559#2#h2tg000187l	JAGYVJ010000184
HG02559#2#h2tg000188l	JAGYVJ010000185
HG02559#2#h2tg000189l	JAGYVJ010000186
HG02559#2#h2tg000190l	JAGYVJ010000187
HG02559#2#h2tg000191l	JAGYVJ010000188
HG02559#2#h2tg000192l	JAGYVJ010000189
HG02559#2#h2tg000193l	JAGYVJ010000190
HG02559#2#h2tg000194l	JAGYVJ010000191
HG02559#2#h2tg000196l	JAGYVJ010000192
HG02559#2#h2tg000197l	JAGYVJ010000193
HG02559#2#h2tg000198l	JAGYVJ010000194
HG02559#2#h2tg000199l	JAGYVJ010000195
HG02559#2#h2tg000200l	JAGYVJ010000196
HG02559#2#h2tg000201l	JAGYVJ010000197
HG02559#2#h2tg000202l	JAGYVJ010000198
HG02559#2#h2tg000203l	JAGYVJ010000199
HG02559#2#h2tg000204l	JAGYVJ010000200
HG02559#2#h2tg000205l	JAGYVJ010000201
HG02559#2#h2tg000206l	JAGYVJ010000202
HG02559#2#h2tg000207l	JAGYVJ010000203
HG02559#2#h2tg000208l	JAGYVJ010000204
HG02559#2#h2tg000209l	JAGYVJ010000205
HG02559#2#h2tg000211l	JAGYVJ010000206
HG02559#2#h2tg000212l	JAGYVJ010000207
HG02559#2#h2tg000213c	JAGYVJ010000208
HG02559#2#h2tg000214l	JAGYVJ010000209
HG02559#2#h2tg000215l	JAGYVJ010000210
HG02559#2#h2tg000216l	JAGYVJ010000211
HG02559#2#h2tg000217l	JAGYVJ010000212
HG02559#2#h2tg000220l	JAGYVJ010000213
HG02559#2#h2tg000221l	JAGYVJ010000214
HG02559#2#h2tg000222l	JAGYVJ010000215
HG02559#2#h2tg000223l	JAGYVJ010000216
HG02559#2#h2tg000224l	JAGYVJ010000217
HG02559#2#h2tg000225l	JAGYVJ010000218
HG02559#2#h2tg000228l	JAGYVJ010000219
HG02559#2#h2tg000229l	JAGYVJ010000220
HG02559#2#h2tg000231l	JAGYVJ010000221
HG02559#2#h2tg000232c	JAGYVJ010000222
HG02559#2#h2tg000233l	JAGYVJ010000223
HG02559#2#h2tg000234l	JAGYVJ010000224
HG02559#2#h2tg000237l	JAGYVJ010000225
HG02559#2#h2tg000238c	JAGYVJ010000226
HG02559#2#h2tg000239l	JAGYVJ010000227
HG02559#2#h2tg000241l	JAGYVJ010000228
HG02559#2#h2tg000242l	JAGYVJ010000229
HG02559#2#h2tg000243l	JAGYVJ010000230
HG02559#2#h2tg000244l	JAGYVJ010000231
HG02559#2#h2tg000245l	JAGYVJ010000232
HG02559#2#h2tg000246l	JAGYVJ010000233
HG02559#2#h2tg000251l	JAGYVJ010000234
HG02559#2#h2tg000252l	JAGYVJ010000235
HG02559#2#h2tg000253c	JAGYVJ010000236
HG02559#2#h2tg000254l	JAGYVJ010000237
HG02559#2#h2tg000255l	JAGYVJ010000238
HG02559#2#h2tg000256l	JAGYVJ010000239
HG02559#2#h2tg000258l	JAGYVJ010000240
HG02559#2#h2tg000259l	JAGYVJ010000241
HG02559#2#h2tg000261l	JAGYVJ010000242
HG02559#2#h2tg000263l	JAGYVJ010000243
HG02559#2#h2tg000265l	JAGYVJ010000244
HG02559#2#h2tg000266l	JAGYVJ010000245
HG02559#2#h2tg000267l	JAGYVJ010000246
HG02559#2#h2tg000268l	JAGYVJ010000247
HG02559#2#h2tg000269l	JAGYVJ010000248
HG02559#2#h2tg000270l	JAGYVJ010000249
HG02559#2#h2tg000271l	JAGYVJ010000250
HG02559#2#h2tg000272l	JAGYVJ010000251
HG02559#2#h2tg000273l	JAGYVJ010000252
HG02559#2#h2tg000275l	JAGYVJ010000253
HG02559#2#h2tg000277c	JAGYVJ010000254
HG02559#2#h2tg000279l	JAGYVJ010000255
HG02559#2#h2tg000280l	JAGYVJ010000256
HG02559#2#h2tg000282l	JAGYVJ010000257
HG02559#2#h2tg000283l	JAGYVJ010000258
HG02559#2#h2tg000284l	JAGYVJ010000259
HG02559#2#h2tg000287l	JAGYVJ010000260
HG02559#2#h2tg000288l	JAGYVJ010000261
HG02559#2#h2tg000289l	JAGYVJ010000262
HG02559#2#h2tg000290l	JAGYVJ010000263
HG02559#2#h2tg000291l	JAGYVJ010000264
HG02559#2#h2tg000292l	JAGYVJ010000265
HG02559#2#h2tg000293l	JAGYVJ010000266
HG02559#2#h2tg000294l	JAGYVJ010000267
HG02559#2#h2tg000296l	JAGYVJ010000268
HG02559#2#h2tg000300l	JAGYVJ010000269
HG02559#2#h2tg000301l	JAGYVJ010000270
HG02559#2#h2tg000303l	JAGYVJ010000271
HG02559#2#h2tg000304l	JAGYVJ010000272
HG02559#2#h2tg000305l	JAGYVJ010000273
HG02559#2#h2tg000307l	JAGYVJ010000274
HG02559#2#h2tg000308l	JAGYVJ010000275
HG02559#2#h2tg000310l	JAGYVJ010000276
HG02559#2#h2tg000311l	JAGYVJ010000277
HG02559#2#h2tg000312l	JAGYVJ010000278
HG02559#2#h2tg000313l	JAGYVJ010000279
HG02559#2#h2tg000314l	JAGYVJ010000280
HG02559#2#h2tg000315l	JAGYVJ010000281
HG02559#2#h2tg000316l	JAGYVJ010000282
HG02559#2#h2tg000318l	JAGYVJ010000283
HG02559#2#h2tg000319l	JAGYVJ010000284
HG02559#2#h2tg000320l	JAGYVJ010000285
HG02559#2#h2tg000321l	JAGYVJ010000286
HG02559#2#h2tg000323l	JAGYVJ010000287
HG02559#2#h2tg000324l	JAGYVJ010000288
HG02559#2#h2tg000325l	JAGYVJ010000289
HG02559#2#h2tg000326l	JAGYVJ010000290
HG02559#2#h2tg000328l	JAGYVJ010000291
HG02559#2#h2tg000329l	JAGYVJ010000292
HG02559#2#h2tg000330l	JAGYVJ010000293
HG02559#2#h2tg000331l	JAGYVJ010000294
HG02559#2#h2tg000333l	JAGYVJ010000295
HG02559#2#h2tg000334l	JAGYVJ010000296
HG02559#2#h2tg000335l	JAGYVJ010000297
HG02559#2#h2tg000336c	JAGYVJ010000298
HG02559#2#h2tg000337l	JAGYVJ010000299
HG02559#2#h2tg000338l	JAGYVJ010000300
HG02559#2#h2tg000340l	JAGYVJ010000301
HG02559#2#h2tg000341l	JAGYVJ010000302
HG02559#2#h2tg000343l	JAGYVJ010000303
HG02559#2#h2tg000344l	JAGYVJ010000304
HG02559#2#h2tg000345l	JAGYVJ010000305
HG02559#2#h2tg000346l	JAGYVJ010000306
HG02559#2#h2tg000347l	JAGYVJ010000307
HG02559#2#h2tg000348l	JAGYVJ010000308
HG02559#2#h2tg000349l	JAGYVJ010000309
HG02559#2#h2tg000350l	JAGYVJ010000310
HG02559#2#h2tg000351l	JAGYVJ010000311
HG02559#2#h2tg000352l	JAGYVJ010000312
HG02559#2#h2tg000353l	JAGYVJ010000313
HG02559#2#h2tg000354l	JAGYVJ010000314
HG02559#2#h2tg000355l	JAGYVJ010000315
HG02559#2#h2tg000356l	JAGYVJ010000316
HG02559#2#h2tg000357l	JAGYVJ010000317
HG02559#2#h2tg000360l	JAGYVJ010000318
HG02559#2#h2tg000361l	JAGYVJ010000319
HG02559#2#h2tg000362l	JAGYVJ010000320
HG02559#2#h2tg000363l	JAGYVJ010000321
HG02559#2#h2tg000364l	JAGYVJ010000322
HG02559#2#h2tg000365l	JAGYVJ010000323
HG02559#2#h2tg000366l	JAGYVJ010000324
HG02559#2#h2tg000367l	JAGYVJ010000325
HG02559#2#h2tg000368l	JAGYVJ010000326
HG02559#2#h2tg000369l	JAGYVJ010000327
HG02559#2#h2tg000370l	JAGYVJ010000328
HG02559#2#MT	JAGYVJ010000329
HG02559#1#h1tg000001l	JAGYVK010000001
HG02559#1#h1tg000002l	JAGYVK010000002
HG02559#1#h1tg000003l	JAGYVK010000003
HG02559#1#h1tg000004l	JAGYVK010000004
HG02559#1#h1tg000005l	JAGYVK010000005
HG02559#1#h1tg000006l	JAGYVK010000006
HG02559#1#h1tg000007l	JAGYVK010000007
HG02559#1#h1tg000008l	JAGYVK010000008
HG02559#1#h1tg000009l	JAGYVK010000009
HG02559#1#h1tg000010l	JAGYVK010000010
HG02559#1#h1tg000011l	JAGYVK010000011
HG02559#1#h1tg000012l	JAGYVK010000012
HG02559#1#h1tg000013l	JAGYVK010000013
HG02559#1#h1tg000014l	JAGYVK010000014
HG02559#1#h1tg000015l	JAGYVK010000015
HG02559#1#h1tg000016l	JAGYVK010000016
HG02559#1#h1tg000017l	JAGYVK010000017
HG02559#1#h1tg000018l	JAGYVK010000018
HG02559#1#h1tg000019l	JAGYVK010000019
HG02559#1#h1tg000020l	JAGYVK010000020
HG02559#1#h1tg000021l	JAGYVK010000021
HG02559#1#h1tg000022l	JAGYVK010000022
HG02559#1#h1tg000023l	JAGYVK010000023
HG02559#1#h1tg000024l	JAGYVK010000024
HG02559#1#h1tg000025l	JAGYVK010000025
HG02559#1#h1tg000026l	JAGYVK010000026
HG02559#1#h1tg000027l	JAGYVK010000027
HG02559#1#h1tg000028l	JAGYVK010000028
HG02559#1#h1tg000029l	JAGYVK010000029
HG02559#1#h1tg000030l	JAGYVK010000030
HG02559#1#h1tg000031l	JAGYVK010000031
HG02559#1#h1tg000032l	JAGYVK010000032
HG02559#1#h1tg000033l	JAGYVK010000033
HG02559#1#h1tg000034l	JAGYVK010000034
HG02559#1#h1tg000035l	JAGYVK010000035
HG02559#1#h1tg000036l	JAGYVK010000036
HG02559#1#h1tg000037l	JAGYVK010000037
HG02559#1#h1tg000038l	JAGYVK010000038
HG02559#1#h1tg000039l	JAGYVK010000039
HG02559#1#h1tg000040l	JAGYVK010000040
HG02559#1#h1tg000041l	JAGYVK010000041
HG02559#1#h1tg000042l	JAGYVK010000042
HG02559#1#h1tg000043l	JAGYVK010000043
HG02559#1#h1tg000044l	JAGYVK010000044
HG02559#1#h1tg000045l	JAGYVK010000045
HG02559#1#h1tg000046l	JAGYVK010000046
HG02559#1#h1tg000047l	JAGYVK010000047
HG02559#1#h1tg000048l	JAGYVK010000048
HG02559#1#h1tg000049l	JAGYVK010000049
HG02559#1#h1tg000050l	JAGYVK010000050
HG02559#1#h1tg000051l	JAGYVK010000051
HG02559#1#h1tg000052l	JAGYVK010000052
HG02559#1#h1tg000053l	JAGYVK010000053
HG02559#1#h1tg000054l	JAGYVK010000054
HG02559#1#h1tg000055l	JAGYVK010000055
HG02559#1#h1tg000056l	JAGYVK010000056
HG02559#1#h1tg000057l	JAGYVK010000057
HG02559#1#h1tg000058l	JAGYVK010000058
HG02559#1#h1tg000059l	JAGYVK010000059
HG02559#1#h1tg000060l	JAGYVK010000060
HG02559#1#h1tg000061l	JAGYVK010000061
HG02559#1#h1tg000062l	JAGYVK010000062
HG02559#1#h1tg000063l	JAGYVK010000063
HG02559#1#h1tg000064l	JAGYVK010000064
HG02559#1#h1tg000065l	JAGYVK010000065
HG02559#1#h1tg000066l	JAGYVK010000066
HG02559#1#h1tg000067l	JAGYVK010000067
HG02559#1#h1tg000068l	JAGYVK010000068
HG02559#1#h1tg000069l	JAGYVK010000069
HG02559#1#h1tg000070l	JAGYVK010000070
HG02559#1#h1tg000071l	JAGYVK010000071
HG02559#1#h1tg000072l	JAGYVK010000072
HG02559#1#h1tg000073l	JAGYVK010000073
HG02559#1#h1tg000074l	JAGYVK010000074
HG02559#1#h1tg000075l	JAGYVK010000075
HG02559#1#h1tg000076l	JAGYVK010000076
HG02559#1#h1tg000077l	JAGYVK010000077
HG02559#1#h1tg000078l	JAGYVK010000078
HG02559#1#h1tg000079l	JAGYVK010000079
HG02559#1#h1tg000080l	JAGYVK010000080
HG02559#1#h1tg000081l	JAGYVK010000081
HG02559#1#h1tg000082l	JAGYVK010000082
HG02559#1#h1tg000083l	JAGYVK010000083
HG02559#1#h1tg000084l	JAGYVK010000084
HG02559#1#h1tg000085l	JAGYVK010000085
HG02559#1#h1tg000086l	JAGYVK010000086
HG02559#1#h1tg000087l	JAGYVK010000087
HG02559#1#h1tg000088l	JAGYVK010000088
HG02559#1#h1tg000089l	JAGYVK010000089
HG02559#1#h1tg000090l	JAGYVK010000090
HG02559#1#h1tg000091l	JAGYVK010000091
HG02559#1#h1tg000092l	JAGYVK010000092
HG02559#1#h1tg000093l	JAGYVK010000093
HG02559#1#h1tg000094l	JAGYVK010000094
HG02559#1#h1tg000095l	JAGYVK010000095
HG02559#1#h1tg000096l	JAGYVK010000096
HG02559#1#h1tg000097l	JAGYVK010000097
HG02559#1#h1tg000098l	JAGYVK010000098
HG02559#1#h1tg000099l	JAGYVK010000099
HG02559#1#h1tg000100l	JAGYVK010000100
HG02559#1#h1tg000101l	JAGYVK010000101
HG02559#1#h1tg000102l	JAGYVK010000102
HG02559#1#h1tg000103l	JAGYVK010000103
HG02559#1#h1tg000104l	JAGYVK010000104
HG02559#1#h1tg000105l	JAGYVK010000105
HG02559#1#h1tg000106l	JAGYVK010000106
HG02559#1#h1tg000107l	JAGYVK010000107
HG02559#1#h1tg000108l	JAGYVK010000108
HG02559#1#h1tg000109l	JAGYVK010000109
HG02559#1#h1tg000110l	JAGYVK010000110
HG02559#1#h1tg000111l	JAGYVK010000111
HG02559#1#h1tg000112l	JAGYVK010000112
HG02559#1#h1tg000113l	JAGYVK010000113
HG02559#1#h1tg000114l	JAGYVK010000114
HG02559#1#h1tg000115l	JAGYVK010000115
HG02559#1#h1tg000116l	JAGYVK010000116
HG02559#1#h1tg000117l	JAGYVK010000117
HG02559#1#h1tg000118l	JAGYVK010000118
HG02559#1#h1tg000119l	JAGYVK010000119
HG02559#1#h1tg000120l	JAGYVK010000120
HG02559#1#h1tg000121l	JAGYVK010000121
HG02559#1#h1tg000122l	JAGYVK010000122
HG02559#1#h1tg000123l	JAGYVK010000123
HG02559#1#h1tg000124c	JAGYVK010000124
HG02559#1#h1tg000125l	JAGYVK010000125
HG02559#1#h1tg000126l	JAGYVK010000126
HG02559#1#h1tg000127l	JAGYVK010000127
HG02559#1#h1tg000128l	JAGYVK010000128
HG02559#1#h1tg000129l	JAGYVK010000129
HG02559#1#h1tg000130l	JAGYVK010000130
HG02559#1#h1tg000131l	JAGYVK010000131
HG02559#1#h1tg000132l	JAGYVK010000132
HG02559#1#h1tg000133l	JAGYVK010000133
HG02559#1#h1tg000134l	JAGYVK010000134
HG02559#1#h1tg000136l	JAGYVK010000135
HG02559#1#h1tg000137l	JAGYVK010000136
HG02559#1#h1tg000138l	JAGYVK010000137
HG02559#1#h1tg000139l	JAGYVK010000138
HG02559#1#h1tg000140l	JAGYVK010000139
HG02559#1#h1tg000141l	JAGYVK010000140
HG02559#1#h1tg000142l	JAGYVK010000141
HG02559#1#h1tg000143l	JAGYVK010000142
HG02559#1#h1tg000145l	JAGYVK010000143
HG02559#1#h1tg000146l	JAGYVK010000144
HG02559#1#h1tg000147l	JAGYVK010000145
HG02559#1#h1tg000149l	JAGYVK010000146
HG02559#1#h1tg000150l	JAGYVK010000147
HG02559#1#h1tg000151l	JAGYVK010000148
HG02559#1#h1tg000152l	JAGYVK010000149
HG02559#1#h1tg000153l	JAGYVK010000150
HG02559#1#h1tg000154l	JAGYVK010000151
HG02559#1#h1tg000155l	JAGYVK010000152
HG02559#1#h1tg000158l	JAGYVK010000153
HG02559#1#h1tg000159l	JAGYVK010000154
HG02559#1#h1tg000161l	JAGYVK010000155
HG02559#1#h1tg000162l	JAGYVK010000156
HG02559#1#h1tg000163l	JAGYVK010000157
HG02559#1#h1tg000167l	JAGYVK010000158
HG02559#1#h1tg000168l	JAGYVK010000159
HG02559#1#h1tg000169l	JAGYVK010000160
HG02559#1#h1tg000170l	JAGYVK010000161
HG02559#1#h1tg000171l	JAGYVK010000162
HG02559#1#h1tg000174l	JAGYVK010000163
HG02559#1#h1tg000175l	JAGYVK010000164
HG02559#1#h1tg000180l	JAGYVK010000165
HG02559#1#h1tg000184l	JAGYVK010000166
HG02559#1#h1tg000186l	JAGYVK010000167
HG02559#1#h1tg000193l	JAGYVK010000168
HG02559#1#h1tg000195l	JAGYVK010000169
HG02559#1#h1tg000197l	JAGYVK010000170
HG02559#1#h1tg000198l	JAGYVK010000171
HG02559#1#h1tg000200l	JAGYVK010000172
HG02559#1#h1tg000202l	JAGYVK010000173
HG02559#1#h1tg000203l	JAGYVK010000174
HG02559#1#h1tg000207l	JAGYVK010000175
HG02559#1#h1tg000209l	JAGYVK010000176
HG02559#1#h1tg000210l	JAGYVK010000177
