dropped_contig	size	source
HG02257#1#h1tg000272l	41945	Human gammaherpesvirus 4
HG02257#1#h1tg000274l	33042	Human gammaherpesvirus 4
HG02257#1#h1tg000282l	39315	Human gammaherpesvirus 4
HG02257#1#h1tg000287l	35157	Human gammaherpesvirus 4
HG02257#1#h1tg000290l	34778	Human gammaherpesvirus 4
HG02257#1#h1tg000295l	36558	Human gammaherpesvirus 4
HG02257#1#h1tg000298l	28422	Human gammaherpesvirus 4
HG02257#1#h1tg000301l	43696	Human gammaherpesvirus 4
HG02257#1#h1tg000304l	69842	Human gammaherpesvirus 4
HG02257#1#h1tg000305l	52250	Human gammaherpesvirus 4
HG02257#1#h1tg000306l	38792	Human gammaherpesvirus 4
HG02257#1#h1tg000307l	42216	Human gammaherpesvirus 4
HG02257#1#h1tg000310l	40957	Human gammaherpesvirus 4
HG02257#1#h1tg000312l	39287	Human gammaherpesvirus 4
HG02257#1#h1tg000316l	35983	Human gammaherpesvirus 4
HG02257#1#h1tg000319l	77709	Human gammaherpesvirus 4
HG02257#1#h1tg000320l	33813	Human gammaherpesvirus 4
HG02257#1#h1tg000325l	42614	Human gammaherpesvirus 4
HG02257#1#h1tg000327l	35425	Human gammaherpesvirus 4
HG02257#1#h1tg000331l	35968	Human gammaherpesvirus 4
HG02257#1#h1tg000334l	52176	Human gammaherpesvirus 4
HG02257#1#h1tg000335l	33223	Human gammaherpesvirus 4
HG02257#1#h1tg000340l	40877	Human gammaherpesvirus 4
HG02257#1#h1tg000341l	29274	Human gammaherpesvirus 4
HG02257#1#h1tg000342l	34307	Human gammaherpesvirus 4
HG02257#1#h1tg000345l	27115	Human gammaherpesvirus 4
HG02257#1#h1tg000346l	30274	Human gammaherpesvirus 4
HG02257#1#h1tg000347l	29954	Human gammaherpesvirus 4
HG02257#1#h1tg000350l	37065	Human gammaherpesvirus 4
HG02257#1#h1tg000351l	47943	Human gammaherpesvirus 4
HG02257#1#h1tg000352l	32463	Human gammaherpesvirus 4
HG02257#1#h1tg000354l	43604	Human gammaherpesvirus 4
HG02257#1#h1tg000360l	30829	Human gammaherpesvirus 4
HG02257#1#h1tg000361l	49970	Human gammaherpesvirus 4
HG02486#2#h2tg000162l	182702	Human gammaherpesvirus 4
HG02486#1#h1tg000170l	182702	Human gammaherpesvirus 4
HG02559#2#h2tg000161l	47467	Human gammaherpesvirus 4
HG02559#2#h2tg000176l	55586	Human gammaherpesvirus 4
HG02559#2#h2tg000182l	47124	Human gammaherpesvirus 4
HG02559#2#h2tg000195l	38733	Human gammaherpesvirus 4
HG02559#2#h2tg000210l	54822	Human gammaherpesvirus 4
HG02559#2#h2tg000218l	57756	Human gammaherpesvirus 4
HG02559#2#h2tg000219l	72656	Human gammaherpesvirus 4
HG02559#2#h2tg000226l	39066	Human gammaherpesvirus 4
HG02559#2#h2tg000227l	53282	Human gammaherpesvirus 4
HG02559#2#h2tg000230l	58745	Human gammaherpesvirus 4
HG02559#2#h2tg000235l	42165	Human gammaherpesvirus 4
HG02559#2#h2tg000236l	53507	Human gammaherpesvirus 4
HG02559#2#h2tg000240l	42337	Human gammaherpesvirus 4
HG02559#2#h2tg000247l	50943	Human gammaherpesvirus 4
HG02559#2#h2tg000248l	42334	Human gammaherpesvirus 4
HG02559#2#h2tg000249l	62073	Human gammaherpesvirus 4
HG02559#2#h2tg000250l	75490	Human gammaherpesvirus 4
HG02559#2#h2tg000257l	55538	Human gammaherpesvirus 4
HG02559#2#h2tg000260l	56762	Human gammaherpesvirus 4
HG02559#2#h2tg000262l	75468	Human gammaherpesvirus 4
HG02559#2#h2tg000264l	43730	Human gammaherpesvirus 4
HG02559#2#h2tg000274l	40331	Human gammaherpesvirus 4
HG02559#2#h2tg000276l	46144	Human gammaherpesvirus 4
HG02559#2#h2tg000278l	40485	Human gammaherpesvirus 4
HG02559#2#h2tg000281l	37262	Human gammaherpesvirus 4
HG02559#2#h2tg000285l	37441	Human gammaherpesvirus 4
HG02559#2#h2tg000286l	48985	Human gammaherpesvirus 4
HG02559#2#h2tg000295l	61987	Human gammaherpesvirus 4
HG02559#2#h2tg000297l	73420	Human gammaherpesvirus 4
HG02559#2#h2tg000298l	69510	Human gammaherpesvirus 4
HG02559#2#h2tg000299l	51691	Human gammaherpesvirus 4
HG02559#2#h2tg000302l	42010	Human gammaherpesvirus 4
HG02559#2#h2tg000309l	47329	Human gammaherpesvirus 4
HG02559#2#h2tg000317l	49754	Human gammaherpesvirus 4
HG02559#2#h2tg000322l	43156	Human gammaherpesvirus 4
HG02559#2#h2tg000327l	49498	Human gammaherpesvirus 4
HG02559#2#h2tg000332l	39045	Human gammaherpesvirus 4
HG02559#2#h2tg000339l	40111	Human gammaherpesvirus 4
HG02559#2#h2tg000342l	48312	Human gammaherpesvirus 4
HG02559#2#h2tg000358l	31102	Human gammaherpesvirus 4
HG02559#2#h2tg000359l	51425	Human gammaherpesvirus 4
HG02559#1#h1tg000135l	47467	Human gammaherpesvirus 4
HG02559#1#h1tg000144l	55586	Human gammaherpesvirus 4
HG02559#1#h1tg000148l	47124	Human gammaherpesvirus 4
HG02559#1#h1tg000156l	27521	Human gammaherpesvirus 4
HG02559#1#h1tg000157l	38733	Human gammaherpesvirus 4
HG02559#1#h1tg000160l	37969	Human gammaherpesvirus 4
HG02559#1#h1tg000164l	54822	Human gammaherpesvirus 4
HG02559#1#h1tg000165l	29947	Human gammaherpesvirus 4
HG02559#1#h1tg000166l	46406	Human gammaherpesvirus 4
HG02559#1#h1tg000172l	57756	Human gammaherpesvirus 4
HG02559#1#h1tg000173l	72656	Human gammaherpesvirus 4
HG02559#1#h1tg000176l	45669	Human gammaherpesvirus 4
HG02559#1#h1tg000177l	39066	Human gammaherpesvirus 4
HG02559#1#h1tg000178l	49841	Human gammaherpesvirus 4
HG02559#1#h1tg000179l	27578	Human gammaherpesvirus 4
HG02559#1#h1tg000181l	58745	Human gammaherpesvirus 4
HG02559#1#h1tg000182l	42165	Human gammaherpesvirus 4
HG02559#1#h1tg000183l	31158	Human gammaherpesvirus 4
HG02559#1#h1tg000185l	53507	Human gammaherpesvirus 4
HG02559#1#h1tg000187l	40710	Human gammaherpesvirus 4
HG02559#1#h1tg000188l	42337	Human gammaherpesvirus 4
HG02559#1#h1tg000189l	50943	Human gammaherpesvirus 4
HG02559#1#h1tg000190l	42334	Human gammaherpesvirus 4
HG02559#1#h1tg000191l	62073	Human gammaherpesvirus 4
HG02559#1#h1tg000192l	75490	Human gammaherpesvirus 4
HG02559#1#h1tg000194l	35958	Human gammaherpesvirus 4
HG02559#1#h1tg000196l	47162	Human gammaherpesvirus 4
HG02559#1#h1tg000199l	37801	Human gammaherpesvirus 4
HG02559#1#h1tg000201l	55538	Human gammaherpesvirus 4
HG02559#1#h1tg000204l	34074	Human gammaherpesvirus 4
HG02559#1#h1tg000205l	42372	Human gammaherpesvirus 4
HG02559#1#h1tg000206l	56762	Human gammaherpesvirus 4
HG02559#1#h1tg000208l	75468	Human gammaherpesvirus 4
HG02559#1#h1tg000212l	43730	Human gammaherpesvirus 4
HG02559#1#h1tg000213l	31160	Human gammaherpesvirus 4
HG02559#1#h1tg000218l	32729	Human gammaherpesvirus 4
HG02559#1#h1tg000219l	36184	Human gammaherpesvirus 4
HG02559#1#h1tg000221l	44701	Human gammaherpesvirus 4
HG02559#1#h1tg000224l	28852	Human gammaherpesvirus 4
HG02559#1#h1tg000225l	32887	Human gammaherpesvirus 4
HG02559#1#h1tg000227l	39950	Human gammaherpesvirus 4
HG02559#1#h1tg000229l	40331	Human gammaherpesvirus 4
HG02559#1#h1tg000232l	46144	Human gammaherpesvirus 4
HG02559#1#h1tg000233l	38870	Human gammaherpesvirus 4
HG02559#1#h1tg000235l	40485	Human gammaherpesvirus 4
HG02559#1#h1tg000239l	37262	Human gammaherpesvirus 4
HG02559#1#h1tg000243l	47196	Human gammaherpesvirus 4
HG02559#1#h1tg000245l	37441	Human gammaherpesvirus 4
HG02559#1#h1tg000246l	48985	Human gammaherpesvirus 4
HG02559#1#h1tg000250l	40435	Human gammaherpesvirus 4
HG02559#1#h1tg000252l	43666	Human gammaherpesvirus 4
HG02559#1#h1tg000253l	73420	Human gammaherpesvirus 4
HG02559#1#h1tg000254l	69510	Human gammaherpesvirus 4
HG02559#1#h1tg000256l	51691	Human gammaherpesvirus 4
HG02559#1#h1tg000257l	38550	Human gammaherpesvirus 4
HG02559#1#h1tg000258l	30893	Human gammaherpesvirus 4
HG02559#1#h1tg000259l	42010	Human gammaherpesvirus 4
HG02559#1#h1tg000262l	39919	Human gammaherpesvirus 4
HG02559#1#h1tg000269l	41838	Human gammaherpesvirus 4
HG02559#1#h1tg000270l	47329	Human gammaherpesvirus 4
HG02559#1#h1tg000271l	42197	Human gammaherpesvirus 4
HG02559#1#h1tg000272l	49754	Human gammaherpesvirus 4
HG02559#1#h1tg000275l	43156	Human gammaherpesvirus 4
HG02559#1#h1tg000276l	42578	Human gammaherpesvirus 4
HG02559#1#h1tg000278l	45742	Human gammaherpesvirus 4
HG02559#1#h1tg000279l	40989	Human gammaherpesvirus 4
HG02559#1#h1tg000280l	49498	Human gammaherpesvirus 4
HG02559#1#h1tg000281l	42451	Human gammaherpesvirus 4
HG02559#1#h1tg000282l	39045	Human gammaherpesvirus 4
HG02559#1#h1tg000284l	37532	Human gammaherpesvirus 4
HG02559#1#h1tg000285l	40111	Human gammaherpesvirus 4
HG02559#1#h1tg000286l	35261	Human gammaherpesvirus 4
HG02559#1#h1tg000288l	46822	Human gammaherpesvirus 4
HG02559#1#h1tg000289l	48312	Human gammaherpesvirus 4
HG02559#1#h1tg000291l	32269	Human gammaherpesvirus 4
HG02559#1#h1tg000292l	51667	Human gammaherpesvirus 4
HG02559#1#h1tg000293l	59646	Human gammaherpesvirus 4
HG02559#1#h1tg000294l	33030	Human gammaherpesvirus 4
HG02559#1#h1tg000297l	29340	Human gammaherpesvirus 4
HG02559#1#h1tg000300l	35752	Human gammaherpesvirus 4
HG02559#1#h1tg000304l	30725	Human gammaherpesvirus 4
HG02559#1#h1tg000308l	36968	Human gammaherpesvirus 4
HG02559#1#h1tg000310l	61078	Human gammaherpesvirus 4
HG02559#1#h1tg000311l	40097	Human gammaherpesvirus 4
HG02559#1#h1tg000316l	44253	Human gammaherpesvirus 4
HG02559#1#h1tg000317l	31854	Human gammaherpesvirus 4
HG02559#1#h1tg000318l	34748	Human gammaherpesvirus 4
HG02559#1#h1tg000320l	31102	Human gammaherpesvirus 4
HG02559#1#h1tg000321l	39099	Human gammaherpesvirus 4
HG02559#1#h1tg000323l	51425	Human gammaherpesvirus 4
HG02559#1#h1tg000328l	47502	Human gammaherpesvirus 4
HG02559#1#h1tg000331l	34282	Human gammaherpesvirus 4
HG02559#1#h1tg000336l	27074	Human gammaherpesvirus 4
HG02559#1#h1tg000337l	35125	Human gammaherpesvirus 4
HG02572#2#h2tg000480l	54007	Human gammaherpesvirus 4
HG02572#2#h2tg000503l	57857	Human gammaherpesvirus 4
HG02572#2#h2tg000509l	59655	Human gammaherpesvirus 4
HG02572#2#h2tg000558l	36312	Human gammaherpesvirus 4
HG02572#2#h2tg000585l	50165	Human gammaherpesvirus 4
HG02572#1#h1tg000480l	54007	Human gammaherpesvirus 4
HG02572#1#h1tg000498l	39268	Human gammaherpesvirus 4
HG02572#1#h1tg000506l	57857	Human gammaherpesvirus 4
HG02572#1#h1tg000511l	59655	Human gammaherpesvirus 4
HG02572#1#h1tg000550l	32269	Human gammaherpesvirus 4
HG02572#1#h1tg000557l	73066	Human gammaherpesvirus 4
HG02572#1#h1tg000558l	36312	Human gammaherpesvirus 4
HG02572#1#h1tg000565l	36151	Human gammaherpesvirus 4
HG02572#1#h1tg000583l	50165	Human gammaherpesvirus 4
HG02572#1#h1tg000586l	46307	Human gammaherpesvirus 4
HG02572#1#h1tg000589l	36845	Human gammaherpesvirus 4
HG02572#1#h1tg000595l	37485	Human gammaherpesvirus 4
HG02572#1#h1tg000598l	28423	Human gammaherpesvirus 4
HG02572#1#h1tg000603l	36745	Human gammaherpesvirus 4
HG02572#1#h1tg000606l	31615	Human gammaherpesvirus 4
HG02572#1#h1tg000608l	39047	Human gammaherpesvirus 4
HG02572#1#h1tg000610l	36645	Human gammaherpesvirus 4
HG02572#1#h1tg000617l	35060	Human gammaherpesvirus 4
HG02572#1#h1tg000625l	46071	Human gammaherpesvirus 4
HG02572#1#h1tg000627l	27415	Human gammaherpesvirus 4
HG02572#1#h1tg000641l	27102	Human gammaherpesvirus 4
HG02572#1#h1tg000646l	37841	Human gammaherpesvirus 4
HG02572#1#h1tg000648l	37184	Human gammaherpesvirus 4
HG02572#1#h1tg000650l	49864	Human gammaherpesvirus 4
HG02572#1#h1tg000659l	30908	Human gammaherpesvirus 4
HG02622#2#h2tg000149l	51806	Human gammaherpesvirus 4
HG02622#2#h2tg000151l	73960	Human gammaherpesvirus 4
HG02622#2#h2tg000183l	56652	Human gammaherpesvirus 4
HG02622#2#h2tg000230l	38630	Human gammaherpesvirus 4
HG02622#2#h2tg000235l	84371	Human gammaherpesvirus 4
HG02622#2#h2tg000236l	49180	Human gammaherpesvirus 4
HG02622#2#h2tg000255l	64454	Human gammaherpesvirus 4
HG02622#2#h2tg000281l	52309	Human gammaherpesvirus 4
HG02622#2#h2tg000295l	56559	Human gammaherpesvirus 4
HG02622#1#h1tg000102l	39081	Human gammaherpesvirus 4
HG02622#1#h1tg000111l	46466	Human gammaherpesvirus 4
HG02622#1#h1tg000144l	168548	Human gammaherpesvirus 4
HG02622#1#h1tg000152l	51806	Human gammaherpesvirus 4
HG02622#1#h1tg000153l	73960	Human gammaherpesvirus 4
HG02622#1#h1tg000167l	41038	Human gammaherpesvirus 4
HG02622#1#h1tg000174l	56652	Human gammaherpesvirus 4
HG02622#1#h1tg000191l	47974	Human gammaherpesvirus 4
HG02622#1#h1tg000192l	62605	Human gammaherpesvirus 4
HG02622#1#h1tg000193l	53326	Human gammaherpesvirus 4
HG02622#1#h1tg000197l	174759	Human gammaherpesvirus 4
HG02622#1#h1tg000199l	46315	Human gammaherpesvirus 4
HG02622#1#h1tg000207l	41842	Human gammaherpesvirus 4
HG02622#1#h1tg000208l	41106	Human gammaherpesvirus 4
HG02622#1#h1tg000211l	46377	Human gammaherpesvirus 4
HG02622#1#h1tg000212l	39603	Human gammaherpesvirus 4
HG02622#1#h1tg000215l	44436	Human gammaherpesvirus 4
HG02622#1#h1tg000217l	38630	Human gammaherpesvirus 4
HG02622#1#h1tg000218l	49756	Human gammaherpesvirus 4
HG02622#1#h1tg000224l	84371	Human gammaherpesvirus 4
HG02622#1#h1tg000228l	49180	Human gammaherpesvirus 4
HG02622#1#h1tg000229l	54634	Human gammaherpesvirus 4
HG02622#1#h1tg000234l	57653	Human gammaherpesvirus 4
HG02622#1#h1tg000235l	42875	Human gammaherpesvirus 4
HG02622#1#h1tg000246l	59342	Human gammaherpesvirus 4
HG02622#1#h1tg000249l	52861	Human gammaherpesvirus 4
HG02622#1#h1tg000251l	50195	Human gammaherpesvirus 4
HG02622#1#h1tg000252l	52291	Human gammaherpesvirus 4
HG02622#1#h1tg000254l	64454	Human gammaherpesvirus 4
HG02622#1#h1tg000255l	46294	Human gammaherpesvirus 4
HG02622#1#h1tg000259l	61772	Human gammaherpesvirus 4
HG02622#1#h1tg000262l	34401	Human gammaherpesvirus 4
HG02622#1#h1tg000263l	39309	Human gammaherpesvirus 4
HG02622#1#h1tg000270l	28271	Human gammaherpesvirus 4
HG02622#1#h1tg000275l	52968	Human gammaherpesvirus 4
HG02622#1#h1tg000276l	39295	Human gammaherpesvirus 4
HG02622#1#h1tg000281l	52309	Human gammaherpesvirus 4
HG02622#1#h1tg000283l	39262	Human gammaherpesvirus 4
HG02622#1#h1tg000285l	46258	Human gammaherpesvirus 4
HG02622#1#h1tg000286l	46920	Human gammaherpesvirus 4
HG02622#1#h1tg000288l	55194	Human gammaherpesvirus 4
HG02622#1#h1tg000291l	40597	Human gammaherpesvirus 4
HG02622#1#h1tg000296l	38429	Human gammaherpesvirus 4
HG02622#1#h1tg000297l	52979	Human gammaherpesvirus 4
HG02622#1#h1tg000298l	35286	Human gammaherpesvirus 4
HG02622#1#h1tg000299l	49997	Human gammaherpesvirus 4
HG02622#1#h1tg000300l	51298	Human gammaherpesvirus 4
HG02622#1#h1tg000301l	57632	Human gammaherpesvirus 4
HG02622#1#h1tg000303l	56559	Human gammaherpesvirus 4
HG02622#1#h1tg000306l	55651	Human gammaherpesvirus 4
HG02622#1#h1tg000307l	42554	Human gammaherpesvirus 4
HG02622#1#h1tg000312l	38394	Human gammaherpesvirus 4
HG02622#1#h1tg000320l	36745	Human gammaherpesvirus 4
HG02622#1#h1tg000326l	50355	Human gammaherpesvirus 4
HG02622#1#h1tg000272l	23534	Human gammaherpesvirus 4
HG02622#1#h1tg000289l	15326	Human gammaherpesvirus 4
HG02630#2#h2tg000259l	45001	Human gammaherpesvirus 4
HG02630#2#h2tg000260l	82045	Human gammaherpesvirus 4
HG02630#2#h2tg000261l	45873	Human gammaherpesvirus 4
HG02630#2#h2tg000316l	61700	Human gammaherpesvirus 4
HG02630#2#h2tg000328l	59951	Human gammaherpesvirus 4
HG02630#2#h2tg000337l	65075	Human gammaherpesvirus 4
HG02630#2#h2tg000350l	54835	Human gammaherpesvirus 4
HG02630#2#h2tg000369l	89905	Human gammaherpesvirus 4
HG02630#2#h2tg000374l	63823	Human gammaherpesvirus 4
HG02630#2#h2tg000377l	48357	Human gammaherpesvirus 4
HG02630#2#h2tg000385l	47832	Human gammaherpesvirus 4
HG02630#2#h2tg000388l	69507	Human gammaherpesvirus 4
HG02630#2#h2tg000401l	39729	Human gammaherpesvirus 4
HG02630#2#h2tg000405l	54462	Human gammaherpesvirus 4
HG02630#2#h2tg000422l	45805	Human gammaherpesvirus 4
HG02630#2#h2tg000426l	41025	Human gammaherpesvirus 4
HG02630#2#h2tg000433l	40226	Human gammaherpesvirus 4
HG02630#2#h2tg000482l	46739	Human gammaherpesvirus 4
HG02630#2#h2tg000490l	41848	Human gammaherpesvirus 4
HG02630#2#h2tg000505l	32479	Human gammaherpesvirus 4
HG02630#2#h2tg000516l	48255	Human gammaherpesvirus 4
HG02630#2#h2tg000518l	35678	Human gammaherpesvirus 4
HG02630#2#h2tg000521l	64197	Human gammaherpesvirus 4
HG02630#2#h2tg000532l	63339	Human gammaherpesvirus 4
HG02630#2#h2tg000539l	39302	Human gammaherpesvirus 4
HG02630#1#h1tg000250l	54230	Human gammaherpesvirus 4
HG02630#1#h1tg000253l	45001	Human gammaherpesvirus 4
HG02630#1#h1tg000254l	82045	Human gammaherpesvirus 4
HG02630#1#h1tg000257l	45873	Human gammaherpesvirus 4
HG02630#1#h1tg000264l	44260	Human gammaherpesvirus 4
HG02630#1#h1tg000270l	43924	Human gammaherpesvirus 4
HG02630#1#h1tg000275l	34320	Human gammaherpesvirus 4
HG02630#1#h1tg000327l	26138	Human gammaherpesvirus 4
HG02630#1#h1tg000329l	31109	Human gammaherpesvirus 4
HG02630#1#h1tg000332l	44832	Human gammaherpesvirus 4
HG02630#1#h1tg000334l	36211	Human gammaherpesvirus 4
HG02630#1#h1tg000337l	61700	Human gammaherpesvirus 4
HG02630#1#h1tg000340l	35274	Human gammaherpesvirus 4
HG02630#1#h1tg000351l	41541	Human gammaherpesvirus 4
HG02630#1#h1tg000352l	59951	Human gammaherpesvirus 4
HG02630#1#h1tg000353l	33811	Human gammaherpesvirus 4
HG02630#1#h1tg000360l	65075	Human gammaherpesvirus 4
HG02630#1#h1tg000365l	35586	Human gammaherpesvirus 4
HG02630#1#h1tg000373l	54835	Human gammaherpesvirus 4
HG02630#1#h1tg000389l	38614	Human gammaherpesvirus 4
HG02630#1#h1tg000390l	89905	Human gammaherpesvirus 4
HG02630#1#h1tg000392l	63823	Human gammaherpesvirus 4
HG02630#1#h1tg000398l	46126	Human gammaherpesvirus 4
HG02630#1#h1tg000400l	29583	Human gammaherpesvirus 4
HG02630#1#h1tg000401l	47832	Human gammaherpesvirus 4
HG02630#1#h1tg000405l	69507	Human gammaherpesvirus 4
HG02630#1#h1tg000414l	36622	Human gammaherpesvirus 4
HG02630#1#h1tg000420l	39541	Human gammaherpesvirus 4
HG02630#1#h1tg000422l	39729	Human gammaherpesvirus 4
HG02630#1#h1tg000423l	39396	Human gammaherpesvirus 4
HG02630#1#h1tg000427l	54462	Human gammaherpesvirus 4
HG02630#1#h1tg000428l	35820	Human gammaherpesvirus 4
HG02630#1#h1tg000429l	42232	Human gammaherpesvirus 4
HG02630#1#h1tg000431l	35315	Human gammaherpesvirus 4
HG02630#1#h1tg000434l	41275	Human gammaherpesvirus 4
HG02630#1#h1tg000435l	45793	Human gammaherpesvirus 4
HG02630#1#h1tg000438l	54106	Human gammaherpesvirus 4
HG02630#1#h1tg000440l	35481	Human gammaherpesvirus 4
HG02630#1#h1tg000443l	42456	Human gammaherpesvirus 4
HG02630#1#h1tg000449l	45805	Human gammaherpesvirus 4
HG02630#1#h1tg000451l	41025	Human gammaherpesvirus 4
HG02630#1#h1tg000454l	31307	Human gammaherpesvirus 4
HG02630#1#h1tg000455l	47098	Human gammaherpesvirus 4
HG02630#1#h1tg000458l	41500	Human gammaherpesvirus 4
HG02630#1#h1tg000461l	48440	Human gammaherpesvirus 4
HG02630#1#h1tg000464l	32572	Human gammaherpesvirus 4
HG02630#1#h1tg000475l	30314	Human gammaherpesvirus 4
HG02630#1#h1tg000483l	37257	Human gammaherpesvirus 4
HG02630#1#h1tg000484l	34600	Human gammaherpesvirus 4
HG02630#1#h1tg000489l	34514	Human gammaherpesvirus 4
HG02630#1#h1tg000494l	29101	Human gammaherpesvirus 4
HG02630#1#h1tg000498l	40919	Human gammaherpesvirus 4
HG02630#1#h1tg000501l	42293	Human gammaherpesvirus 4
HG02630#1#h1tg000505l	36942	Human gammaherpesvirus 4
HG02630#1#h1tg000506l	41913	Human gammaherpesvirus 4
HG02630#1#h1tg000509l	29431	Human gammaherpesvirus 4
HG02630#1#h1tg000512l	31009	Human gammaherpesvirus 4
HG02630#1#h1tg000514l	32625	Human gammaherpesvirus 4
HG02630#1#h1tg000516l	29070	Human gammaherpesvirus 4
HG02630#1#h1tg000518l	36147	Human gammaherpesvirus 4
HG02630#1#h1tg000519l	59699	Human gammaherpesvirus 4
HG02630#1#h1tg000529l	38978	Human gammaherpesvirus 4
HG02630#1#h1tg000535l	41848	Human gammaherpesvirus 4
HG02630#1#h1tg000536l	38867	Human gammaherpesvirus 4
HG02630#1#h1tg000538l	33708	Human gammaherpesvirus 4
HG02630#1#h1tg000545l	41921	Human gammaherpesvirus 4
HG02630#1#h1tg000547l	32580	Human gammaherpesvirus 4
HG02630#1#h1tg000555l	51011	Human gammaherpesvirus 4
HG02630#1#h1tg000558l	32479	Human gammaherpesvirus 4
HG02630#1#h1tg000561l	37629	Human gammaherpesvirus 4
HG02630#1#h1tg000568l	49203	Human gammaherpesvirus 4
HG02630#1#h1tg000569l	27810	Human gammaherpesvirus 4
HG02630#1#h1tg000574l	51575	Human gammaherpesvirus 4
HG02630#1#h1tg000575l	39855	Human gammaherpesvirus 4
HG02630#1#h1tg000577l	48255	Human gammaherpesvirus 4
HG02630#1#h1tg000579l	52348	Human gammaherpesvirus 4
HG02630#1#h1tg000580l	35678	Human gammaherpesvirus 4
HG02630#1#h1tg000582l	41342	Human gammaherpesvirus 4
HG02630#1#h1tg000583l	64197	Human gammaherpesvirus 4
HG02630#1#h1tg000584l	45041	Human gammaherpesvirus 4
HG02630#1#h1tg000590l	31026	Human gammaherpesvirus 4
HG02630#1#h1tg000591l	45774	Human gammaherpesvirus 4
HG02630#1#h1tg000595l	44283	Human gammaherpesvirus 4
HG02630#1#h1tg000603l	38766	Human gammaherpesvirus 4
HG02630#1#h1tg000604l	63339	Human gammaherpesvirus 4
HG02630#1#h1tg000606l	31051	Human gammaherpesvirus 4
HG02630#1#h1tg000613l	39313	Human gammaherpesvirus 4
HG02630#1#h1tg000617l	38025	Human gammaherpesvirus 4
HG02717#2#h2tg000197l	32753	Human gammaherpesvirus 4
HG02717#2#h2tg000229l	52563	Human gammaherpesvirus 4
HG02717#2#h2tg000231l	40837	Human gammaherpesvirus 4
HG02717#2#h2tg000284l	62017	Human gammaherpesvirus 4
HG02717#2#h2tg000302l	51945	Human gammaherpesvirus 4
HG02717#2#h2tg000305l	46395	Human gammaherpesvirus 4
HG02717#2#h2tg000332l	50926	Human gammaherpesvirus 4
HG02717#2#h2tg000337l	37895	Human gammaherpesvirus 4
HG02717#2#h2tg000343l	44101	Human gammaherpesvirus 4
HG02717#1#h1tg000192l	31654	Human gammaherpesvirus 4
HG02717#1#h1tg000197l	38143	Human gammaherpesvirus 4
HG02717#1#h1tg000207l	36083	Human gammaherpesvirus 4
HG02717#1#h1tg000231l	32753	Human gammaherpesvirus 4
HG02717#1#h1tg000244l	32486	Human gammaherpesvirus 4
HG02717#1#h1tg000260l	37308	Human gammaherpesvirus 4
HG02717#1#h1tg000262l	52563	Human gammaherpesvirus 4
HG02717#1#h1tg000263l	40837	Human gammaherpesvirus 4
HG02717#1#h1tg000265l	28417	Human gammaherpesvirus 4
HG02717#1#h1tg000266l	31292	Human gammaherpesvirus 4
HG02717#1#h1tg000277l	42689	Human gammaherpesvirus 4
HG02717#1#h1tg000279l	28799	Human gammaherpesvirus 4
HG02717#1#h1tg000284l	38327	Human gammaherpesvirus 4
HG02717#1#h1tg000285l	37542	Human gammaherpesvirus 4
HG02717#1#h1tg000287l	27153	Human gammaherpesvirus 4
HG02717#1#h1tg000308l	28831	Human gammaherpesvirus 4
HG02717#1#h1tg000327l	28481	Human gammaherpesvirus 4
HG02717#1#h1tg000333l	23513	Human gammaherpesvirus 4
HG02717#1#h1tg000335l	48115	Human gammaherpesvirus 4
HG02717#1#h1tg000338l	62017	Human gammaherpesvirus 4
HG02717#1#h1tg000339l	34996	Human gammaherpesvirus 4
HG02717#1#h1tg000342l	40630	Human gammaherpesvirus 4
HG02717#1#h1tg000348l	31545	Human gammaherpesvirus 4
HG02717#1#h1tg000350l	31059	Human gammaherpesvirus 4
HG02717#1#h1tg000351l	37761	Human gammaherpesvirus 4
HG02717#1#h1tg000353l	34789	Human gammaherpesvirus 4
HG02717#1#h1tg000357l	40343	Human gammaherpesvirus 4
HG02717#1#h1tg000360l	51945	Human gammaherpesvirus 4
HG02717#1#h1tg000362l	46395	Human gammaherpesvirus 4
HG02717#1#h1tg000369l	39101	Human gammaherpesvirus 4
HG02717#1#h1tg000373l	42044	Human gammaherpesvirus 4
HG02717#1#h1tg000374l	49400	Human gammaherpesvirus 4
HG02717#1#h1tg000377l	36659	Human gammaherpesvirus 4
HG02717#1#h1tg000380l	32702	Human gammaherpesvirus 4
HG02717#1#h1tg000382l	34803	Human gammaherpesvirus 4
HG02717#1#h1tg000387l	36240	Human gammaherpesvirus 4
HG02717#1#h1tg000389l	28712	Human gammaherpesvirus 4
HG02717#1#h1tg000392l	37711	Human gammaherpesvirus 4
HG02717#1#h1tg000393l	47222	Human gammaherpesvirus 4
HG02717#1#h1tg000394l	50926	Human gammaherpesvirus 4
HG02717#1#h1tg000395l	44481	Human gammaherpesvirus 4
HG02717#1#h1tg000396l	40461	Human gammaherpesvirus 4
HG02717#1#h1tg000400l	37895	Human gammaherpesvirus 4
HG02717#1#h1tg000403l	37126	Human gammaherpesvirus 4
HG02717#1#h1tg000405l	41100	Human gammaherpesvirus 4
HG02717#1#h1tg000407l	44101	Human gammaherpesvirus 4
HG02717#1#h1tg000409l	23984	Human gammaherpesvirus 4
HG02717#1#h1tg000411l	35760	Human gammaherpesvirus 4
HG02717#1#h1tg000421l	37516	Human gammaherpesvirus 4
